text,sentiment
god guys...i`ll call guys...three way. discuss.,neutral
i`ma need follow real quick cause can`t dm,neutral
well u brit wait day it! thought gonna realized once! guess it`s worth wait!,positive
"/me get 'your video start 15 seconds', exiting watch ... minute",neutral
yahoo ! great! always nice hear successful stories!,positive
little brother funny congrats engagement,positive
lol.,positive
'mamma bore me' hat e mir echt angetan. 90210 lsst gren. ^^,neutral
omfg whyyyyyy sucks!!! r18?? wtf... t.a.i. getcho` as,negative
"aww hope u find soon miss it. cnt even use cam w/o it, memory`s full. plus wanna take 2 sa commin weekend.",positive
"shoot, rob missed it. got home.",negative
- interesting head gear. lol.,positive
im going miss khyy much,negative
"wanna go home, can`t cause customer won`t leave... bos won`t let leave either",negative
"would , everyone list already everyone elses list what`s point? i`m popular enough.",neutral
arrg - i`ve trying upload picture...darn thing won`t let,negative
tweettttt.,neutral
ummm. didnt work guess im stuck uglyonee,negative
look far away i`ve gone... locked away room trying work silence yet... constant 'urgent' email im`s persist,neutral
"_crazyangel gah gregg got hot talented vote, dammit!",negative
_2008 thanks there`s men`s version june. it`s popular.,neutral
sorrry i`m ready leave.,negative
"right fellow fluffy flasher! must go bed, sorry hope everything working properly 2moro chat! love u x",neutral
absolutely! good backup romo december.,positive
gonna go crazy leave,neutral
"4 year trying, cat today figured open under-the-sink cupboard. time target run buy safety lock",neutral
hey you? x,neutral
"_cullen26 yes, yes is.",neutral
yeah are! stop making fun me! gotta get new one,negative
would amazing could meet u germany! germany twice.,positive
good morning tweeple sun! to?,positive
"home gallery opening woodstock, ny. frined work display. much great, cool interesting art seen.",positive
"pee (**** coffee) sooo long break time. 77 letters...what write, write..oh, used up.",neutral
going nfg tonight,neutral
im tired responsabilities wish kid seems everyone around money anymore,negative
! called called. think answer more. haha,neutral
_bbcrew dude im sleepy went bed soon got home. whhaacck.,neutral
"lol nah swine flu bro. lmao what`s ur schedule like week, need catch up!",neutral
*pokes run away* ... want sugar !,negative
look like bankruptcy going happen. loss help offset gain earlier year tax wise. oh well,negative
oh! don`t love vodafone series ad ... best picturisation ever,positive
listening simply awesome ratatat bank holiday monday bbq later,positive
"hell, itunes music library even bipolar!",negative
"profitable day! looking forward sunday...gonna great day -- sad, too, it`s 5th grader last day!",neutral
"drums, made people sets, so, give back",neutral
yupp t`s better people rude x,neutral
"first thought too, i`ve never even watched dragonball",neutral
"dude, safely say blown away heard attics. i`ll make sure pa much can!",positive
"sooo, saw robs car drive by.",neutral
_galore aaaw bad .. i`m good mood phone someone lol,neutral
heylo johnn (: im huge fan. hope ur day awesomee. cuzz im home sick kinda less awesome.. anyways.. peace,neutral
starting get annoyed socialscope. need update,negative
haha. loser. ily,neutral
i`m making logo photoshop & didn`t work out.. hehe.. try lah..,neutral
cooking brown rice,neutral
`before wake` - sink ship photography exhibition online please look,neutral
2 leave mr cuz go 2 work really didn`t want to.,negative
argh. interested. time maybe can`t go. maybe.,neutral
any1 night like bird keeping awake,neutral
_kay morning! hows day. hope you`re another lying sun,neutral
goodmorning you!thank much kind? sun i`m going paint outside,positive
- beatiful eye wanna,positive
making imovie college,neutral
please make livechat saturday cu go school weekdays(5/6 here),neutral
woke,neutral
read floyd article say it`s private,neutral
"yesterday fun.. 1st concert year [i know, i`m late xd].. buena vista social club live free..",positive
"think it`s fun, gotta hide, defend enemy, fun huh?",positive
"oh yes, happy star war day. may fourth you...",positive
i`d read i`m sure would wanted opinion,neutral
morning...tired excercise jus relax need catch sleep..ladies would like see shemar moore @ embassy? hit,neutral
i`m glad concert still week away...i`m getting sick need time recover!! lung hurt bad right,neutral
tryin upload new pic **** say big,negative
flying ontario 4 hours!will probably stay awake.i 8 days...camping 4 first time yay!i sleepy,positive
6789998212 haha love soulja boy new song,positive
supposed great weather today & 2moro; luck im stuck work 1-10 days!,neutral
<--has internet weekend,negative
- whens little gingg getting twitter ? g + j,neutral
i`m going open proverb get much wisdom possible-i`m hungry!,neutral
sleeping beauty love grads!!,positive
wow good idea... b-day yesterday already took present! thank anyway!!!,positive
"thanks. thing much design-art, hardly ever get go at, therefore never get much better..",positive
**** wasting deodorant... aint goin where... aint havin company let funk ya!,negative
someone family died would heard it. duhhhhhh. . .,negative
r u spinning hookah r.i.p.?,negative
3am still cant sleep,negative
crappy music radio,negative
dude 2 hour i`m done work,positive
yo u can`t love 1 twin lol,positive
can`t toy story come june,neutral
breath weezy. going knotts you`ve sick week.,negative
discovered `band tv`... guy really good! love music,positive
miss !!!! ??,negative
dont evn talk 2 more. huge mistake. shoulda listened 2 her. kno she`s disappointed me.,negative
waaah! masseuse fully booked. shoulder rub today.,neutral
venti black ice tea 8 pump classic,neutral
lol yep tell rhonda said happy mother`s day!,positive
"tried translate tweet using google translation service, spat back",negative
happy mother day wonderful mom there. mom make world stay balanced. great mother day,positive
go doctor... don`t want to... cause wait sooo long...,neutral
"midge? definitely tie first. she`s completely dumb yeah, punk`d indeed",negative
seems like never gonna stop i`ll never get want,negative
wonderful weekend love family & friend awesome. happy mother day mommy <3,positive
britain got talent get better every week,positive
great meet ya katie...awesome show sure!! safe travel home.,positive
guy playing 10 pin & mexican! great combo! bowling good though blame previous broken arm!!,neutral
"put radio 4 mistake..i`ll cup tea shower, i`m sure fine dandy, thanks",positive
"it`s beautiful outside. sun shining, bird singing i? i`m studying wish already vacation.",positive
aww holly steel ... dont cry,negative
"oh, sorry friend. katie & best keep cheery",neutral
already got shot show didn`t prove,neutral
thankyooooou,positive
sorry i`m impressed slightest b/c u don`t eat ****..more like saddened confused,negative
"miss doggy,my hammy,my turtle && fish",negative
park slope brooklyn working bust photoshoot. exciting! &no fever! tonsil size golfballs,positive
mymaths time....if cud read mind nerd durin exam,neutral
ur friend sent,neutral
last song american rejects.......... amazing song,positive
"good god, no. fit swear word 140 character",negative
"_chip that`s right! totally forgot. might till august, though great summer!!",positive
"??? ???ce grade?mock?????, ???????",neutral
"people glasgow ones, standing seats, nights.",neutral
kimberlee hatch!!!!!!! miss,negative
small? cant choose?,neutral
anymore,neutral
wishing day day people wanted party.,neutral
"[stapler haiku] whar night! woo hoo! yeah! / beautiful night party! / oops, i`m stapler...",neutral
finally home dope **** week,neutral
see doc bit get knee checked,neutral
"lol..well..no. i`ve insomnia since 23 :-/ & since dont sleep lot hours, one great!",neutral
"same. happening, im going too!. uh-oh.",negative
going camping coupla hours. gotta pack everything...,neutral
"got fist fight old biker guy.......and dare even ask, yes kicked ****",negative
"mid-detox, won`t eat",neutral
working weekend look like,neutral
"good day you!! another lindy day today! level a, b, free tester 20:00 (olympiou diamanti 25, 6th floor, thessaloniki) !!",positive
time play,neutral
"_ yeah, knew link he`s completely amazing sings phantom!",positive
newark,neutral
lot revision today toniight,neutral
woke flat tire,neutral
yes!! finally friday...which tech mean nothing since im currently unemployed,negative
awww missed twitpic?,negative
"hey hunny bunny, what`s weekend? like day something?",neutral
diversity diversity diversity todayyyyyy!!!!!!!!!!!!!,neutral
glad hear it`s good bank holiday weather,positive
"ftsk (l) haven`t listened while. **** pissed called `friends`, can`t wait leave **** school",negative
heading park kid - hope rain -looking cloudy?,positive
"i`m searching, too. we`ll compare notes.",neutral
"sorry i`m unsociable i`m loading stock shop, mum making",neutral
always wake one minute alarm scheduled go off??,neutral
*cough* star trek *cough*,neutral
_1993 nope yet within 10 working day thursday. 2 week wednesday. it`ll that! hope,positive
"woke up, tummy hurt there`s always something wrong :s",negative
chilled room baby book missed bro leavin really cool stripper shirt said suppoort single moms! funny,neutral
isn`t msn case lot easier? hahaha!,positive
"- u aint lost me, i`m right",neutral
"hope ye got dem; ur site amazing, got everyday; tryed own, & failed lol,",neutral
"laptop broke, want help girl take best buy weekend. please ill feed u.",positive
"excited!!! trouser way topshop, couple day",positive
got woken early kinda wana chill today there`s much do!,negative
"way wimbledon watch star trek, imax baby",neutral
"aw, gutted",negative
ok shower calling name hour think i`ll indulge & respond allow robin thicke serenade,neutral
apple fritter like perfect food...don`t think?,positive
